source_id,split,variant_id,degradation,severity,severity_name,is_degraded,width,height,aspect_ratio,mean_brightness,brightness_std,dark_ratio,bright_ratio,black_clip_ratio,white_clip_ratio,p01,p05,p50,p95,p99,contrast_range,dynamic_range,laplacian_variance,mean_gradient,std_gradient,mean_saturation,high_saturation_ratio,low_saturation_ratio,noise_estimate,entropy,texture_variation
e06b55bf935e76ac,train,e06b55bf935e76ac__clean,none,0,none,0,444.0,640.0,0.69375,167.62880067567568,62.37026111665574,0.07769214527027027,0.1059790259009009,0.000390625,0.0007953265765765766,6.0,26.0,196.0,226.0,246.0,200.0,240.0,8495.814103160368,116.92212677001953,156.0186004638672,17.978469876126127,0.01190526463963964,0.8432538006756757,21.805341720581055,7.188652515411377,18.37437629699707
e06b55bf935e76ac,train,e06b55bf935e76ac__blur__s3,blur,3,medium,1,444.0,640.0,0.69375,167.58951998873874,53.09995252104216,0.03579321509009009,0.04017103040540541,0.0,0.0,26.0,49.0,194.0,213.0,239.0,164.0,213.0,32.82791231687769,44.79380798339844,57.89238739013672,12.698518440315315,0.0007003096846846847,0.8702456362612613,2.4867191314697266,6.955504417419434,2.8650200366973877
e06b55bf935e76ac,train,e06b55bf935e76ac__motion_blur__s3,motion_blur,3,medium,1,444.0,640.0,0.69375,167.57909276463963,50.867945326435496,0.027262809684684686,0.03656390765765766,0.0,0.0,27.0,58.0,193.0,213.0,236.0,155.0,209.0,236.8305494712481,45.298065185546875,55.464603424072266,12.008720439189188,0.0005665822072072072,0.8846706081081082,5.005291938781738,6.997849941253662,4.646072864532471
e06b55bf935e76ac,train,e06b55bf935e76ac__underexposure__s3,underexposure,3,medium,1,444.0,640.0,0.69375,91.68794341216216,34.255915899602975,0.13330869932432432,0.0,0.0015308277027027027,0.0,3.0,14.0,108.0,123.0,135.0,109.0,132.0,2507.5162183121356,64.14615631103516,85.92327880859375,18.988260135135135,0.013344594594594595,0.8383762668918919,11.9236421585083,6.309772968292236,9.880361557006836
e06b55bf935e76ac,train,e06b55bf935e76ac__overexposure__s3,overexposure,3,medium,1,444.0,640.0,0.69375,216.28598324887386,71.95378478207643,0.05076365427927928,0.7535050675675675,0.00020411036036036036,0.5601245777027027,9.0,39.0,255.0,255.0,255.0,216.0,246.0,13072.21543508491,113.36802673339844,196.94369506835938,14.604835304054054,0.011398507882882884,0.8516680743243243,26.423736572265625,3.9942455291748047,18.337337493896484
e06b55bf935e76ac,train,e06b55bf935e76ac__noise__s3,noise,3,medium,1,444.0,640.0,0.69375,167.10983248873873,62.9993150515111,0.07693552927927928,0.1708790822072072,0.0001759572072072072,0.00017947635135135136,6.0,26.0,191.0,232.0,248.0,206.0,242.0,11610.65476287978,138.48233032226562,147.22103881835938,29.302333192567566,0.018039132882882884,0.7094277871621621,24.371875762939453,7.4492902755737305,23.486915588378906
e06b55bf935e76ac,train,e06b55bf935e76ac__compression__s3,compression,3,medium,1,444.0,640.0,0.69375,167.664502393018,62.09926201623043,0.07402871621621622,0.09378519144144144,0.0004082207207207207,0.001949605855855856,3.0,27.0,197.0,225.0,248.0,198.0,245.0,8114.294793941317,115.53343200683594,156.03199768066406,17.08880560247748,0.014868384009009009,0.8554300394144144,21.635799407958984,7.136505603790283,17.174156188964844
974f2af6d81f6562,train,974f2af6d81f6562__clean,none,0,none,0,640.0,480.0,1.3333333333333333,132.48745442708332,57.586253345563584,0.000908203125,0.005237630208333333,0.0,7.486979166666666e-05,44.0,48.0,131.0,198.0,204.0,150.0,160.0,914.4753269765113,48.423282623291016,82.4129638671875,47.6795703125,1.6276041666666666e-05,0.25396158854166667,8.723921775817871,6.8842902183532715,6.920594215393066
974f2af6d81f6562,train,974f2af6d81f6562__blur__s3,blur,3,medium,1,640.0,480.0,1.3333333333333333,132.47919270833333,55.50510906358783,0.00015625,0.0017513020833333332,0.0,0.0,45.0,48.0,131.0,197.0,199.0,149.0,154.0,9.33901483815511,22.393686294555664,34.098575592041016,46.902415364583334,0.0,0.25423828125,1.2881934642791748,6.833039283752441,1.4008605480194092
974f2af6d81f6562,train,974f2af6d81f6562__motion_blur__s3,motion_blur,3,medium,1,640.0,480.0,1.3333333333333333,132.47205729166666,55.56276721614455,0.000263671875,0.0029817708333333332,0.0,9.765625e-06,45.0,48.0,130.0,197.0,200.0,149.0,155.0,174.33933395588133,27.16142463684082,54.042179107666016,47.017890625,0.0,0.2530240885416667,4.521858215332031,6.859496116638184,3.015726089477539
974f2af6d81f6562,train,974f2af6d81f6562__underexposure__s3,underexposure,3,medium,1,640.0,480.0,1.3333333333333333,72.39757161458333,31.66501786012619,0.2377734375,0.0,0.0,0.0,24.0,26.0,72.0,108.0,112.0,82.0,88.0,250.50207242834304,26.693910598754883,45.236026763916016,48.242509765625,2.2786458333333334e-05,0.24354817708333334,4.710501670837402,6.019821643829346,3.6977877616882324
974f2af6d81f6562,train,974f2af6d81f6562__overexposure__s3,overexposure,3,medium,1,640.0,480.0,1.3333333333333333,183.642138671875,71.14201931688034,3.2552083333333335e-06,0.4769010416666667,0.0,0.086767578125,66.0,72.0,197.0,255.0,255.0,183.0,189.0,1328.279987304518,58.29507827758789,103.58734130859375,22.802848307291665,3.2552083333333335e-06,0.6542545572916667,10.658354759216309,6.335503101348877,8.023428916931152
974f2af6d81f6562,train,974f2af6d81f6562__noise__s3,noise,3,medium,1,640.0,480.0,1.3333333333333333,131.98833658854167,59.0794050214522,0.039498697916666665,0.022555338541666668,0.0,6.510416666666667e-06,28.0,42.0,134.0,209.0,222.0,167.0,194.0,4522.9407718626235,85.5551986694336,77.52285766601562,57.26359375,0.0007584635416666666,0.131953125,14.751225471496582,7.518427848815918,15.350478172302246
974f2af6d81f6562,train,974f2af6d81f6562__compression__s3,compression,3,medium,1,640.0,480.0,1.3333333333333333,132.49050130208335,57.528050684026354,0.0007877604166666666,0.005354817708333333,0.0,8.138020833333333e-05,44.0,48.0,131.0,198.0,205.0,150.0,161.0,713.2877551833152,45.523231506347656,83.34149169921875,47.131038411458334,9.765625e-05,0.26931966145833336,8.271492004394531,6.540590286254883,5.893328666687012
